well_no,well_name,owner,depth,aquifer_co,swl,pwsid,usgs_id,data_sourc,comments,aka2,aka3,chapid,grazing_di,welltype,well_use,well_statu,sdwa_type,nn_agency,USE,lat,long,Chapter,Al,Alkalinity_Total,As,Ba,Be,Bicarbonate,Bromide,Ca,Carbonate,Cd,Chloride,Conductivity,Corrosivity,Cr,Cu,DissolvedOxygen,Fe,Fluoride,Hardness,Hg,K,Mg,Mn,Mo,Na,Ni,Nitrate,Nitrite,Pb,pH,Phosphate,Ra_226,Ra_228,Ra_Total,Rn_222,Salinity,Sb,Se,Sn,SpecificConductance,Sr,Sulfate,Temperature,Tl,TotalDissolvedSolids,Turbidity,U,V,Zn
16P-371,TRNSWESTRN COMP STA WEL -2,TRANSWEST,1350,"70",338,,0,WELL FILES,Moved 25m NW to structure that is likely a pumphouse,,,"93","16",WW,MUN,ACT,REG,Eastern,Municipal,35.4257406234,-108.234119475,Thoreau,,,,,,"266",,"44",,,"3.8",,,,,,"10",,"130",,"2.5","5.1","20",,"43",,,,,,,,,,,,,,,"480",,"40",,,,,,,
TRANSWEST002,TRANSWESTERN PIPELINE -3,TRANSWEST,735,"51",317,,0,STONE-6/NMENG-35/ASLD-12,,,,"93","16",WW,IND,UNK,UWS,Eastern,Independent,35.4244651794,-108.235626221,Thoreau,,,,,,"260",,"0.4","32",,"31",,,,,,"115",,"3",,"2","0.5",,,"160",,"1.1",,,"9.1",,,,,,,,,,"701",,"50",,,,,,,
Transwestern Pipeline No 1,,,0,"0",0,,0,,,,,"93","16",UNK,UNK,UNK,REG,Eastern,Unknown,35.42447,-108.23727,Thoreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.84",,"1.84",,,,,,,,,,,,,,,
16T-529,JOHN WILLIE CAMP,NTUA,1708,"70",228,NM3500303,0,FIELD CHECKED 06/93,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"93","16",WW,MUN,ACT,REG,Eastern,Municipal,35.43610115,-108.260201423,Thoreau,,,"55",,,,,"100",,,"4.78",,"0.21",,,,,"1.2","176",,"1.83","76",,,"17.3",,"0.3","0.2",,"7.77","200",,,,"500",,,,,,,"18.7",,,"366.7",,,,
16T-614,WEST Thoreau,NTUA,1690,"70",286,NM3500303,0,FIELD CHECKED  06/93,,,,"93","16",WW,MUN,ACT,REG,Eastern,Municipal,35.4338855513,-108.24845154,Thoreau,,,,,,,,"81.3",,,"5.78",,"0.03",,,,,"0.2","17.1",,"2.22","89.2",,,"24.4",,"0.3","0.2",,"7.64","1250",,,,"230",,,,,,,"17.2",,,"480.3",,,,
01T-516,01-059-08.57X04.30,TRIBE O&M,600,"40",180,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,ACT,UWS,Western,Domestic,36.4374847412,-111.154594421,Tonalea,,,"1.053265751",,,,,"19.5735396",,,,,,,,,,,,,,"5.202728859","0.514035799",,,,,,,,,,,,,,,,,,,,,,,,"0.435049095",,"53.38396482"
01K-216,01-059-00.77X15.60,TRIBE O&M,475,"40",198,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,ACT,UWS,Western,Domestic,36.2741584778,-111.014595032,Tonalea,,,"1.563534099",,,,,"24.44342165",,,"9.90592097",,,,,,,"0.24376408",,,"1.780418714","4.474596371",,,"17.52966243",,"8.48813319",,,,,,,,,,,,,,,"13.87742637",,,,,"1.475382268",,
01K-222,01-059-05.37X05.49,TRIBE O&M,499,"40",406,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,ACT,UWS,Western,Domestic,36.4199829102,-111.097381592,Tonalea,,,"1.059858",,,,,"32.773886855",,,,,,,,,,,,,,"9.8574993525","8.361594744",,,,,,,,,,,,,,,,,,,,,,,,"2.64507327",,"77.516374355"
01T-520,01-059-04.48X12.23,TRIBE O&M,600,"40",0,"0",0,USGS WRD/WELL FILES,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,ACT,UWS,Western,Domestic,36.3227615356,-111.080703735,Tonalea,,,"1.693711366",,,,,"26.51052667",,,,,,,,,,,,,,"3.942456305","0.568055165",,,,,,,,,,,,,,,,,,,,,,,,"5.066758241",,"537.6712311"
01K-241,01-059-06.30X08.70,TRIBE O&M,697,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,ACT,UWS,Western,Domestic,36.3741531372,-111.113761902,Tonalea,,,"1.003286549",,,,,"2.484092937",,,,,,,,,,,,,,"1.426701165","1.377639107",,,,,,,,,,,,,,,,,,,,,,,,"0.639583568",,"77.56001485"
01K-225,01 058-05.09X05.82,NPL,251,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,UNK,UWS,Western,Domestic,36.4155502319,-110.84236908,Tonalea,,,"0.085240545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.989007961",,
02K-219,01 058 10.59X02.24,UNKNOWN,732,"40",618,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"97","1",WW,DOM,UNK,UWS,Western,Domestic,36.4674873352,-110.940429687,Tonalea,,,"1.347313597",,,,,"22.41932783",,,,,,,,,,,,,,"4.626958131","1.332986175",,,,,,,,,,,,,,,,,,,,,,,,"0.824615822",,"68.8696304"
101-9,,,0,"0",0,,0,,,,,"97","1",WW,OS,ACT,UWS,Western,Livestock,36.48193,-110.89469,Tonalea,,,"1.243283753",,,,,"32.76948048",,,,,,,,,,,,,,"4.255261491","2.04660917",,,,,,,,,,,,,,,,,,,,,,,,"1.444993021",,"86.39147338"
N21-ASO,,,0,"0",0,,0,,,,,"97","1",WW,OS,ACT,UWS,Western,Livestock,36.35877,-111.00516,Tonalea,,,"0.085240545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.71",,
102-1,,,0,"0",0,,0,,,,,"97","1",WW,OS,ACT,UWS,Western,Livestock,36.48694,-110.83167,Tonalea,,,"0.085240545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.878894566",,
106-2,,,0,"0",0,,0,,,,,"97","1",WW,OS,ACT,UWS,Western,Livestock,36.32453,-110.98678,Tonalea,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.912084521",,
15R-312,Tinian Windmill,,0,"0",0,,0,,,,,"98","20",UNK,UNK,UNK,UWS,Eastern,Unknown,35.82009,-107.32175,Torreon,,,,,,"600",,"4.25","33",,"21.5",,,,,,"110",,"13",,"1","0.55",,,"600",,"1.5",,,"8.75",,,,,,,,,,"2570",,"760",,,,,,,
Torreon Mission PWS,,,0,"0",0,,0,,,,,"98","20",UNK,UNK,UNK,REG,Eastern,Unknown,35.79935,-107.18207,Torreon,,"210",,"18",,,,"1.5",,,"8.7","871",,,"2.7",,,"0.39","3.8",,,,,"3.9","250",,,,,"9.32","0.5",,,,,"500",,,,"1028",,"280","17",,"660",,,,"8.5"
11T-235,11 052-07.52X06.53,TRIBE O&M,623,"69",388.5,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.4049987793,-109.385665894,TSAILE/WHEATFIELDS,"50",,"1","5","1",,,"130",,"1",,"0.671",,"20","5","6","180",,,,"7.3","48","2","50","27","30","0.1",,"1","8.2",,,,,,"200",,"1",,,,,"21.6",,,"4","1",,"10"
11K-253,11 051-13.15X13.05,TRIBE O&M,500,"69",275,,0,USGS - FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,LIV,ABA,UWS,Chinle,Livestock,36.311920166,-109.22883606,TSAILE/WHEATFIELDS,,,,,,,,,,,,,,,,,,,,,,,,,"44",,,,,,,,,,,,,,,,,,,,,,,,
11K-252,11 052-04.15X10.20,TRIBE O&M,602,"69",427,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.3551673889,-109.328216553,TSAILE/WHEATFIELDS,"50",,"1","5","1",,,"140",,"1",,"0.641",,"20","5","6","670",,,,"7.4","53","65","0.379112726","22","18.695236751","0.1",,"1","8.17",,,,,,"200","0.296453311","16.23925964","0.577670265",,,,"20.1",,,"2","1",,"10"
11-0604,TSAILE /BLACK PINNACLE,TRIBE O&M,0,"62",0,AZ 400256,0,FIELD CHECKED  11/21/94,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",DS,DOM,ACT,REG,Chinle,Domestic,36.2841453552,-109.144996643,TSAILE/WHEATFIELDS,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10T-540,10 070-04.53X00.75,TRIBE O&M,705,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.2391624451,-109.332054138,TSAILE/WHEATFIELDS,"50",,"1","26","1",,,"110",,"1",,"0.401",,"20","5","6","10",,,,"8.8","26","9","50","15","30","0.31",,"1","8.19",,,,,,"100",,"3",,,,,"26.3",,,"0","4",,"160"
11K-244,11 052-00.12X16.35,TRIBE O&M,800,"76",560,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.2624931335,-109.2551651,TSAILE/WHEATFIELDS,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,,,,,,,,,,,,,,
11T-507,11 069-07.45X04.71,TRIBE O&M,353,"69",152,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,INA,UWS,Chinle,Domestic,36.1799468994,-109.134300232,TSAILE/WHEATFIELDS,"50",,"1","110","1",,,"140",,"1",,"0.575",,"20","5","7","1400",,,,"3.2","24","24","1.182792777","10","18.0686982225","0.1",,"1","7.85",,,,,,"200","0.205868274","13.8459108","0.577670265",,,,"21.6",,,"24","1",,"23"
11Y-69,11 052-05.13X14.49,TRIBE O&M,800,"69",515,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.2891654968,-109.342880249,TSAILE/WHEATFIELDS,,,"0.995940473",,,,,,,"0.138753959",,,,"0.049710986",,,,,,,,,,"0.184306451",,"5.094953387",,,"0.066418355",,,,,,,,"0.219126925","12.15318034","0.577670265",,,,,,,,"2.480079533",,
11T-505,11 070-01.95X04.86,TRIBE O&M,752,"69",210,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,DOM,ACT,UWS,Chinle,Domestic,36.1794471741,-109.285942078,TSAILE/WHEATFIELDS,"50",,"1","68","1",,,"150",,"1",,"0.65",,"20","5","6","850",,,,"5.6","22","70","0.664856955","20","17.114673848","0.1",,"1","7.54",,,,,,"200","0.203909352","12.10640638","0.577670265",,,,"19.4",,,"20","1",,"640"
11T-526,,TRIBE O&M,1100,"69",80,,0,WELL RECORD/WUP FILE,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"99","11",WW,LIV,UNK,UWS,Chinle,Livestock,36.2033729553,-109.265319824,TSAILE/WHEATFIELDS,"50",,"2.739038205","17","1",,,"60",,"1",,"1",,"20","5","7","340",,,,"13","22","30","2.40815145","150","15.7711836345","0.1",,"1","8.26",,,,,,"400","0.36212876","13.84269141","0.577670265",,,,"21.5",,,"9","1",,"25"
AZ-0256,,,0,"0",0,,0,,,,,"99","11",DS,UNK,UNK,UWS,Chinle,Unknown,36.2855661295,-109.125351217,TSAILE/WHEATFIELDS,"50",,"1.371721187","110","1",,,"120",,"1",,"0.349",,"20","5","9","10",,,,"1.2","6.6","2","0.02146529","4.1","17.961054641","0.1",,"1","7.21",,,,,,"100","0.228784975","11.83094289","0.577670265",,,,"12.2",,,"2","1.526464908",,"10"
Cottonwood Spring,,,0,"0",0,,0,,,,,"99","11",DS,DOM,ACT,UWS,Chinle,Domestic,36.3059851395,-109.200490056,TSAILE/WHEATFIELDS,"50",,"6","240","1",,,"150",,"1",,"0.566",,"20","5","3","10",,,,"0.82","14","2","50","21","30","0.43",,"1","6.99",,,,,,"200",,"1",,,,,"20",,,"0","3",,"10"
11-5-9,,,0,"0",0,,0,,,,,"99","11",UNK,UNK,UNK,UWS,Chinle,Unknown,36.17932368,-109.247880747,TSAILE/WHEATFIELDS,"50",,"1","410","1",,,"310",,"1",,"0.95",,"20","5","2","1200",,,,"3.6","17","4200","50","19","30","0.1",,"1","7.1",,,,,,"400",,"1",,,,,"16.8",,,"12","1",,"290"
Wildcow we,Wildcow well #58,,0,"0",0,,0,,,,,"82","0",UNK,UNK,UNK,UNK,,Unknown,35.9558799806,-109.12903,Sawmill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"1.94029850746269",,
10T-558,10 072-05.65X09.35,TRIBE O&M,2804,"0",935,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,LIV,INA,UWS,Chinle,Livestock,36.1149978638,-109.851234436,Tselani,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10R-51A,10 072-07.75X12.13,TRIBE O&M,80,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,OTH,ACT,UWS,Chinle,Other,36.0747184753,-109.88873291,Tselani,,,"0.420741291",,,,,,,"0.138753959",,,,"0.226240813",,,,,,,,,,"14.72706649",,"4.779663516",,,"0.254304074",,,,,,,,"0.227063941","31.53202934","0.577670265",,,,,,,,"17.31846557",,
10R-51,,,0,"0",0,,0,USGS,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,OTH,UNK,UWS,Chinle,Other,36.0753519738,-109.883784215,Tselani,"6390",,"10","25.4","0.24",,,"333",,"2",,"1025",,"4.2","8.8",,"4240",,,"0.081","11.5","84.4","261",,"897","3.9",,,"2.3","8.79",,"0.156","0.368","0.524",,,"10","5",,,,,"10.3","10",,,,"9.2","66.6"
10T-530,10 092-01.68X04.83,TRIBE O&M,2417,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,UNK,ACT,UWS,Chinle,Unknown,35.9302787781,-109.780670166,Tselani,"660",,"4","70","1",,,"19",,"1",,"0.537",,"20","5","9","4900",,,,"9.9","4.6","100","50","130","30","0.1",,"1","9.32",,,,,,"200",,"2",,,,,"21.7",,,"17","9",,"1600"
10T-556,COTTONWOOD SOUTH,NTUA,2344,"0",1093,AZ 403021,0,FIELD CHECKED  03/1993,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,MUN,ACT,REG,Chinle,Municipal,36.0450363159,-109.873733521,Tselani,,,,,,,,,,,,"0.302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10T-568,COTTONWOOD NORTH,NTUA,2905,"69",1010,AZ 403021,0,FIELD CHECKED  03/1993,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,MUN,ACT,REG,Chinle,Municipal,36.0581283569,-109.875762939,Tselani,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10T-554,,TRIBE O&M,0,"0",0,,0,WELL FILES,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,UNK,ACT,UWS,Chinle,Unknown,36.0703582764,-109.928657532,Tselani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.7",,,,,,
10-UNKNOWN-1,,,0,"0",0,,0,,,,,"101","10",WW,UNK,UNK,UWS,Chinle,Unknown,35.9919061858,-109.830086877,Tselani,"50",,"1","11","1",,,"550",,"1",,"2.75",,"20","5","1","440",,,,"5.9","62","270","50","390","30","2.2",,"1","7.44",,,,,,"1300",,"1",,,,,"21.6",,,"6","3",,"160"
,Cottonwood Chapter House,,0,"0",0,,0,,,NOT PROPERLY LABELED,,"101","10",UNK,UNK,UNK,REG,Chinle,Unknown,36.12947,-109.88103,Tselani,"47.1",,"3.5","88.2","2",,,"56.6",,"2",,"178",,"5","16.5",,"53.6",,,"0.069","9.06","10.8","1.5",,"111","10",,,"3","8.63",,"0.108","0.206","0.314",,,"3.6","2.9",,,,,"10.3","10",,,,"6","23.6"
,Cottonwood Chapter House,,0,"0",0,,0,,,,,"101","10",UNK,UNK,UNK,REG,Chinle,Unknown,36.07059,-109.88903,Tselani,"42.3",,"6","87.5","2",,,"16",,"0.37",,"551",,"10.2","4.6",,"127",,,"0.18","5.99","5.2","1.8",,"94.8","10",,,"3","7.63",,"0.298","0.219","0.517",,,"10","3.2",,,,,"12.5","6.2",,,,"2.7","80.5"
,Refrigerator Springs,,0,"0",0,,0,,,,,"101","10",UNK,UNK,UNK,UWS,Chinle,Unknown,36.13103,-109.88072,Tselani,"39.6",,"10","99.9","2",,,"86.2",,"0.33",,"1049",,"5","10",,"355",,,"0.074","0.753","41.1","207",,"100","10",,,"2.4","8.43",,"0.039","0.32","0.359",,,"2.7","5",,,,,"7.4","4.6",,,,"0.89","24.6"
,Shonto,,0,"0",0,,0,,,,,"101","10",UNK,UNK,UNK,UWS,Chinle,Unknown,36.12363,-109.80058,Tselani,"31.2",,"10","12.5","0.2",,,"21.1",,"2",,"664",,"5","17.9",,"486",,,"0.072","3.41","6.32","4.9",,"118","10",,,"3","9",,"0.092","0.101","0.193",,,"10","25.9",,,,,"11.3","10",,,,"1.3","106"
10R-51B,10 072-07.24X11.93,TRIBE O&M,112,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,DOM,ACT,UWS,Chinle,Domestic,36.0772171021,-109.879295349,Tselani,"10","296","0.69","6.3","0.25",,,"382",,"0.5","40.4","5.44","-0.54","0.5","24",,"560","1.59","1340","0.015","6.2","103.4","340","2.8","990","20","0.05","0.05","1","7.075",,"0.236","0.684","0.92",,,"0.5","2.4",,,,,"15.4","1","4230","3.86","31","2","52"
10R-61,10 091-08.55X07.04,TRIBE O&M,92,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.8980636597,-109.652893066,Tselani,"50",,"9","22","1",,,"57",,"1",,"2.71",,"20","17","5","200",,,,"3","14","2","50","500","30","38",,"1","8.24",,,,,,"1300",,"31",,,,,"21.1",,,"-10","11",,"52"
10R-21,10 091-13.85X00.87,TRIBE O&M,173,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"101","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.9875068665,-109.747055054,Tselani,"50",,"1","5","1",,,"660",,"1",,"3.94",,"20","5","9","700",,,,"4.8","110","11","50","570","30","0.45",,"1","7.68",,,,,,"200",,"2",,,,,"22.9",,,"7","1",,"210"
10T-533,10 072-06.75X05.82,TRIBE O&M,600,"42",0,,0,USGS TUCSON WRD 2/26/85,"Moved 100m SE to location indicated by USACE site photo, next to tank on DOQQ",,,"101","10",WW,LIV,ACT,UWS,Chinle,Livestock,36.1653474416,-109.870417056,Tselani,"58.8",,"10","9.1","2",,,"52.4",,"2",,"1000",,"5","10",,"1060",,,"0.057","7.83","19.6","57.3",,"207","10",,,"3","8.72",,"0.082","0.554","0.636",,,"10","5",,,,,"9.1","10",,,,"20","94.2"
03T-544,Tuba City #3,NTUA,521,"40",22,AZ    206,0,WELL FILES-FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,MUN,ACT,REG,Western,Municipal,36.1555137634,-111.239585876,Tuba City,,,"2.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.01",,
03A-46,MOENAVE,TRIBE O&M,0,"40",0,AZ 403008,0,FIELD CHECKED  10/11/94,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",DS,DOM,ACT,REG,Western,Domestic,36.1445655823,-111.335411072,Tuba City,,,"9.949842058",,,,,"13.97695687",,"0.138753959","5.20377758",,,"0.197713601",,,,"0.87026715",,,"2.230221855","6.453537915",,"3.524102367","21.24504489","2.047221245","4.23047478",,"0.066418355",,,,,,,,"0.253152193","13.51608104","0.577670265",,,"7.88844567",,,,,"3.093630159",,
03A-144,Shonto Well,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,UWS,Western,Unknown,36.13462,-111.11211,Tuba City,"19100",,"30.8","365","0.68",,,"112",,"1.1",,"542",,"18.7","87.1",,"20200",,,"0.039","5.97","18.5","500",,"74.5","13.5",,,"81.8","8.27",,"1.02","1.12","2.14",,,"10","5.4",,,,,"23.9","10",,,,"73.2","2110"
,Rabbit Brush Well,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,UWS,Western,Unknown,36.18573,-111.21804,Tuba City,"50.7",,"5.2","76.4","2",,,"23.73134508",,"2","4.09612843","264",,"5","3.9",,"208","0.54029202",,"0.022","1.74","4.208662935","2.5",,"7.389013669","10","9.09730811",,"3","7.91",,"0.106","0.631","0.737",,,"10","5",,,,"9.21793307","23.7","10",,,"1.892289662","20.6","96.4"
,Tuba City Chapter House,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,REG,Western,Unknown,36.12577,-111.2357,Tuba City,"40.9",,"2.6","46.6","2",,,"25.8",,"2",,"229",,"5","11.8",,"21.8",,,"0.05","1.38","4.4","4",,"8.23","10",,,"3","7.99",,"0.056","0.501","0.557",,,"3.8","5",,,,,"18.7","3.2",,,,"9.4","12.1"
,Standing Rock Well,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,UWS,Western,Unknown,36.23853,-111.22765,Tuba City,"47.5",,"4.1","209","2",,,"66.6",,"2",,"609",,"5","64.5",,"209",,,"0.036","36.6","9.93","50.3",,"14.7","10",,,"2.6","6.91",,"0.227","1.49","1.717",,,"10","5",,,,,"22.4","10",,,,"10.4","167"
,Navajo John Well,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,UWS,Western,Unknown,36.21039,-111.19142,Tuba City,"168",,"2.7","98.6","2",,,"36.1",,"2",,"491",,"5","11.4",,"55.2",,,"0.05","2.33","9.24","3.1",,"53.9","10",,,"3","8.73",,"0.115","0.471","0.586",,,"10","4.2",,,,,"24.4","5.4",,,,"10.3","18.7"
,Lechee Spring,,0,"0",0,,0,,,,,"102","3",UNK,UNK,UNK,UWS,Western,Unknown,36.14765,-111.07952,Tuba City,"68.8",,"10","60.3","2",,,"74.2",,"2",,"1160",,"5","3.8",,"76.7",,,"0.022","7.86","23.6","0.71",,"229","10",,,"3","8.26",,"0.097","0.268","0.365",,,"10","8.2",,,,,"21","3",,,,"9","100"
03K-336,03 060-01.47X06.57,TRIBE O&M,295,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.4049911499,-111.27709198,Tuba City,,,"2.589429437",,,,,"19.63051176",,,,,,,,,,,,,,"7.93233331","2.788886516",,,,,,,,,,,,,,,,,,,,,,,,"0.614704286",,"74.24071654"
03K-323,03 077-01.47X03.83,TRIBE O&M,407,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.1941604614,-111.026817322,Tuba City,,,"2.063817121",,,,,"21.91894783",,,,,,,,,,,,,"0","1.9108897515",,,"0",,,,,,,,,,,,,,,,,,,,,,"0.758738913",,
03K-324,03 059-05.96X15.97,TRIBE O&M,405,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.2688713074,-111.107658386,Tuba City,,,"1.208650361",,,,,"16.515213545",,,"12.91053552",,,,,,,"0.27456788",,,"1.679331965","5.185595759","0.510012842",,"12.98780735",,"2.7909553",,,,,,,,,,,,,,,"10.40301978",,,,,"0.679147293",,"10.23567467"
03T-528,03 077-10.66X02.76,TRIBE O&M,170,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.2102661133,-111.19152832,Tuba City,,,"2.3411231",,,,,"37.69690935",,,"13.06946929",,,,,,,"0.5512161",,,"0.733795823","5.515452969","1.506220444",,"35.7507986",,"38.13012095",,,,,,,,,,,,,,,"45.043682205",,,,,"4.997810191",,"225.924115"
03T-529,03 078-04.52X01.04,TRIBE O&M,155,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.2349853516,-111.331825256,Tuba City,,,"11.86804769",,,,,,,,"0",,,,,,,"2.56455424",,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,"1.157639328",,
03T-518,03 077-01.67X00.55,TRIBE O&M,435,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,DOM,ACT,UWS,Western,Domestic,36.2422103882,-111.030426025,Tuba City,,,"4.143035125",,,,,"28.35089292",,"0.138753959",,,,"0.685388795",,,,,,,"0","0",,"0.23720645","0","0.829937713",,,"0.056781058",,,,,,,,"0.123639477",,"0.590761285",,,,,,,,"3.584880714",,
01K-204,01-059-09.17X06.63,TRIBE O&M,368,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","1",WW,DOM,ACT,UWS,Western,Domestic,36.403881073,-111.165428162,Tuba City,,,"1.923606593",,,,,"47.43333169",,,,,,,,,,,,,,"15.03131871","0.726661254",,,,,,,,,,,,,,,,,,,,,,,,"1.604548004",,"377.3362526"
03K-313,03 059-07.28X11.64,TRIBE O&M,646,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,OTH,ACT,UWS,Western,Other,36.331653595,-111.131820679,Tuba City,,,"1.555039976",,,,,"20.36815287",,,"8.92891028",,,,,,,"0.20361311",,,"1.440214771","4.103402617","1.220080452",,"16.5903379",,"6.23821839",,,,,,,,,,,,,,,"9.43148335",,,,,"0.778705846",,"36.61261725"
03T-545,03 078-02.09X05.28,TRIBE O&M,100,"40",12,,0,USGS WRD/WELL FILES,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"102","3",WW,UNK,ACT,UWS,Western,Unknown,36.1735954285,-111.28792572,Tuba City,,,"14.5494409",,,,,"38.195324865",,,"45.84635852",,,,,,,"0.82262864",,,"11.8087638435","16.409767455","1.677805781",,"54.152618635",,"237.5641798",,,,,,,,,,,,,,,"66.94531669",,,,,"20.9942577",,"37.435931065"
